,alpha-2,alpha-3,name,iso_country,iata_code
0,AF,AFG,Afghanistan,AF,KHT
1,AF,AFG,Afghanistan,AF,URZ
2,AF,AFG,Afghanistan,AF,OLR
3,AF,AFG,Afghanistan,AF,DWR
4,AF,AFG,Afghanistan,AF,GZI
5,AF,AFG,Afghanistan,AF,OAA
6,AF,AFG,Afghanistan,AF,BIN
7,AF,AFG,Afghanistan,AF,BST
8,AF,AFG,Afghanistan,AF,CCN
9,AF,AFG,Afghanistan,AF,SBF
10,AF,AFG,Afghanistan,AF,DAZ
11,AF,AFG,Afghanistan,AF,FAH
12,AF,AFG,Afghanistan,AF,FBD
13,AF,AFG,Afghanistan,AF,GRG
14,AF,AFG,Afghanistan,AF,KWH
15,AF,AFG,Afghanistan,AF,HEA
16,AF,AFG,Afghanistan,AF,OAI
17,AF,AFG,Afghanistan,AF,JAA
18,AF,AFG,Afghanistan,AF,KBL
19,AF,AFG,Afghanistan,AF,KDH
20,AF,AFG,Afghanistan,AF,MMZ
21,AF,AFG,Afghanistan,AF,MZR
22,AF,AFG,Afghanistan,AF,URN
23,AF,AFG,Afghanistan,AF,LQN
24,AF,AFG,Afghanistan,AF,KUR
25,AF,AFG,Afghanistan,AF,OAS
26,AF,AFG,Afghanistan,AF,OAH
27,AF,AFG,Afghanistan,AF,SGA
28,AF,AFG,Afghanistan,AF,TII
29,AF,AFG,Afghanistan,AF,TQN
30,AF,AFG,Afghanistan,AF,UND
31,AF,AFG,Afghanistan,AF,OAZ
32,AF,AFG,Afghanistan,AF,ZAJ
33,AL,ALB,Albania,AL,KFZ
34,AL,ALB,Albania,AL,TIA
35,DZ,DZA,Algeria,DZ,MQV
36,DZ,DZA,Algeria,DZ,QLD
37,DZ,DZA,Algeria,DZ,BUJ
38,DZ,DZA,Algeria,DZ,BJA
39,DZ,DZA,Algeria,DZ,ALG
40,DZ,DZA,Algeria,DZ,DJG
41,DZ,DZA,Algeria,DZ,VVZ
42,DZ,DZA,Algeria,DZ,QSF
43,DZ,DZA,Algeria,DZ,TMR
44,DZ,DZA,Algeria,DZ,GJL
45,DZ,DZA,Algeria,DZ,MZW
46,DZ,DZA,Algeria,DZ,AAE
47,DZ,DZA,Algeria,DZ,CZL
48,DZ,DZA,Algeria,DZ,QMH
49,DZ,DZA,Algeria,DZ,TEE
50,DZ,DZA,Algeria,DZ,BLJ
51,DZ,DZA,Algeria,DZ,HRM
52,DZ,DZA,Algeria,DZ,QDJ
53,DZ,DZA,Algeria,DZ,TID
54,DZ,DZA,Algeria,DZ,TIN
55,DZ,DZA,Algeria,DZ,CFK
56,DZ,DZA,Algeria,DZ,TAF
57,DZ,DZA,Algeria,DZ,TLM
58,DZ,DZA,Algeria,DZ,ORN
59,DZ,DZA,Algeria,DZ,CBH
60,DZ,DZA,Algeria,DZ,BFW
61,DZ,DZA,Algeria,DZ,MUW
62,DZ,DZA,Algeria,DZ,EBH
63,DZ,DZA,Algeria,DZ,INF
64,DZ,DZA,Algeria,DZ,BMW
65,DZ,DZA,Algeria,DZ,AZR
66,DZ,DZA,Algeria,DZ,BSK
67,DZ,DZA,Algeria,DZ,ELG
68,DZ,DZA,Algeria,DZ,GHA
69,DZ,DZA,Algeria,DZ,HME
70,DZ,DZA,Algeria,DZ,INZ
71,DZ,DZA,Algeria,DZ,TGR
72,DZ,DZA,Algeria,DZ,LOO
73,DZ,DZA,Algeria,DZ,ELU
74,DZ,DZA,Algeria,DZ,TMX
75,DZ,DZA,Algeria,DZ,OGX
76,DZ,DZA,Algeria,DZ,IAM
77,AS,ASM,American Samoa,AS,OFU
78,AS,ASM,American Samoa,AS,FTI
79,AS,ASM,American Samoa,AS,PPG
80,AO,AGO,Angola,AO,CTV
81,AO,AGO,Angola,AO,ANL
82,AO,AGO,Angola,AO,CNZ
83,AO,AGO,Angola,AO,DRC
84,AO,AGO,Angola,AO,KNP
85,AO,AGO,Angola,AO,NDF
86,AO,AGO,Angola,AO,AZZ
87,AO,AGO,Angola,AO,SSY
88,AO,AGO,Angola,AO,BUG
89,AO,AGO,Angola,AO,GGC
90,AO,AGO,Angola,AO,CAB
91,AO,AGO,Angola,AO,CFF
92,AO,AGO,Angola,AO,PGI
93,AO,AGO,Angola,AO,CBT
94,AO,AGO,Angola,AO,CTI
95,AO,AGO,Angola,AO,CXM
96,AO,AGO,Angola,AO,CAV
97,AO,AGO,Angola,AO,DUE
98,AO,AGO,Angola,AO,VPE
99,AO,AGO,Angola,AO,NOV
100,AO,AGO,Angola,AO,SVP
101,AO,AGO,Angola,AO,LLT
102,AO,AGO,Angola,AO,LBZ
103,AO,AGO,Angola,AO,LAD
104,AO,AGO,Angola,AO,LZM
105,AO,AGO,Angola,AO,MEG
106,AO,AGO,Angola,AO,SPP
107,AO,AGO,Angola,AO,MSZ
108,AO,AGO,Angola,AO,GXG
109,AO,AGO,Angola,AO,PBN
110,AO,AGO,Angola,AO,VHC
111,AO,AGO,Angola,AO,SZA
112,AO,AGO,Angola,AO,NDD
113,AO,AGO,Angola,AO,UAL
114,AO,AGO,Angola,AO,SDD
115,AO,AGO,Angola,AO,LUO
116,AO,AGO,Angola,AO,UGO
117,AO,AGO,Angola,AO,CEO
118,AO,AGO,Angola,AO,XGN
119,AO,AGO,Angola,AO,ARZ
120,AO,AGO,Angola,AO,NZA
121,AO,AGO,Angola,AO,JMB
122,AO,AGO,Angola,AO,NBJ
123,AI,AIA,Anguilla,AI,AXA
124,AQ,ATA,Antarctica,AQ,QET
125,AQ,ATA,Antarctica,AQ,UGL
126,AQ,ATA,Antarctica,AQ,TNM
127,AG,ATG,Antigua and Barbuda,AG,ANU
128,AG,ATG,Antigua and Barbuda,AG,BBQ
129,AR,ARG,Argentina,AR,QRF
130,AR,ARG,Argentina,AR,CVI
131,AR,ARG,Argentina,AR,CNT
132,AR,ARG,Argentina,AR,VGS
133,AR,ARG,Argentina,AR,LMD
134,AR,ARG,Argentina,AR,VCF
135,AR,ARG,Argentina,AR,NCJ
136,AR,ARG,Argentina,AR,CPG
137,AR,ARG,Argentina,AR,PRQ
138,AR,ARG,Argentina,AR,OLN
139,AR,ARG,Argentina,AR,LCP
140,AR,ARG,Argentina,AR,MJR
141,AR,ARG,Argentina,AR,COC
142,AR,ARG,Argentina,AR,GHU
143,AR,ARG,Argentina,AR,PRA
144,AR,ARG,Argentina,AR,ROS
145,AR,ARG,Argentina,AR,SFN
146,AR,ARG,Argentina,AR,AEP
147,AR,ARG,Argentina,AR,LCM
148,AR,ARG,Argentina,AR,COR
149,AR,ARG,Argentina,AR,LPG
150,AR,ARG,Argentina,AR,EPA
151,AR,ARG,Argentina,AR,EZE
152,AR,ARG,Argentina,AR,RAF
153,AR,ARG,Argentina,AR,HOS
154,AR,ARG,Argentina,AR,CVH
155,AR,ARG,Argentina,AR,GNR
156,AR,ARG,Argentina,AR,RDS
157,AR,ARG,Argentina,AR,APZ
158,AR,ARG,Argentina,AR,MDZ
159,AR,ARG,Argentina,AR,LGS
160,AR,ARG,Argentina,AR,AFA
161,AR,ARG,Argentina,AR,CTC
162,AR,ARG,Argentina,AR,SDE
163,AR,ARG,Argentina,AR,IRJ
164,AR,ARG,Argentina,AR,RHD
165,AR,ARG,Argentina,AR,TUC
166,AR,ARG,Argentina,AR,UAQ
167,AR,ARG,Argentina,AR,CRR
168,AR,ARG,Argentina,AR,RCU
169,AR,ARG,Argentina,AR,VDR
170,AR,ARG,Argentina,AR,VME
171,AR,ARG,Argentina,AR,RLO
172,AR,ARG,Argentina,AR,LUQ
173,AR,ARG,Argentina,AR,CNQ
174,AR,ARG,Argentina,AR,RES
175,AR,ARG,Argentina,AR,FMA
176,AR,ARG,Argentina,AR,IGR
177,AR,ARG,Argentina,AR,AOL
178,AR,ARG,Argentina,AR,MCS
179,AR,ARG,Argentina,AR,PSS
180,AR,ARG,Argentina,AR,SLA
181,AR,ARG,Argentina,AR,JUJ
182,AR,ARG,Argentina,AR,ORA
183,AR,ARG,Argentina,AR,TTG
184,AR,ARG,Argentina,AR,CLX
185,AR,ARG,Argentina,AR,ELO
186,AR,ARG,Argentina,AR,OYA
187,AR,ARG,Argentina,AR,LLS
188,AR,ARG,Argentina,AR,MDX
189,AR,ARG,Argentina,AR,RCQ
190,AR,ARG,Argentina,AR,UZU
191,AR,ARG,Argentina,AR,EHL
192,AR,ARG,Argentina,AR,CRD
193,AR,ARG,Argentina,AR,EMX
194,AR,ARG,Argentina,AR,EQS
195,AR,ARG,Argentina,AR,LHS
196,AR,ARG,Argentina,AR,IGB
197,AR,ARG,Argentina,AR,OES
198,AR,ARG,Argentina,AR,MQD
199,AR,ARG,Argentina,AR,ARR
200,AR,ARG,Argentina,AR,SGV
201,AR,ARG,Argentina,AR,REL
202,AR,ARG,Argentina,AR,VDM
203,AR,ARG,Argentina,AR,PMY
204,AR,ARG,Argentina,AR,FTE
205,AR,ARG,Argentina,AR,PUD
206,AR,ARG,Argentina,AR,RGA
207,AR,ARG,Argentina,AR,RGL
208,AR,ARG,Argentina,AR,USH
209,AR,ARG,Argentina,AR,ULA
210,AR,ARG,Argentina,AR,ROY
211,AR,ARG,Argentina,AR,PMQ
212,AR,ARG,Argentina,AR,GGS
213,AR,ARG,Argentina,AR,JSM
214,AR,ARG,Argentina,AR,RYO
215,AR,ARG,Argentina,AR,RZA
216,AR,ARG,Argentina,AR,BHI
217,AR,ARG,Argentina,AR,CSZ
218,AR,ARG,Argentina,AR,OVR
219,AR,ARG,Argentina,AR,GPO
220,AR,ARG,Argentina,AR,OYO
221,AR,ARG,Argentina,AR,SST
222,AR,ARG,Argentina,AR,MDQ
223,AR,ARG,Argentina,AR,NQN
224,AR,ARG,Argentina,AR,NEC
225,AR,ARG,Argentina,AR,PEH
226,AR,ARG,Argentina,AR,RSA
227,AR,ARG,Argentina,AR,BRC
228,AR,ARG,Argentina,AR,TDL
229,AR,ARG,Argentina,AR,VLG
230,AR,ARG,Argentina,AR,CUT
231,AR,ARG,Argentina,AR,CPC
232,AM,ARM,Armenia,AM,LWN
233,AM,ARM,Armenia,AM,EVN
234,AW,ABW,Aruba,AW,AUA
235,AU,AUS,Australia,AU,AGY
236,AU,AUS,Australia,AU,ANZ
237,AU,AUS,Australia,AU,LYT
238,AU,AUS,Australia,AU,GYZ
239,AU,AUS,Australia,AU,KQR
240,AU,AUS,Australia,AU,ABH
241,AU,AUS,Australia,AU,AGW
242,AU,AUS,Australia,AU,AYD
243,AU,AUS,Australia,AU,BYX
244,AU,AUS,Australia,AU,COB
245,AU,AUS,Australia,AU,CRJ
246,AU,AUS,Australia,AU,CRY
247,AU,AUS,Australia,AU,CSD
248,AU,AUS,Australia,AU,DYM
249,AU,AUS,Australia,AU,HIS
250,AU,AUS,Australia,AU,HLV
251,AU,AUS,Australia,AU,KBD
252,AU,AUS,Australia,AU,KGR
253,AU,AUS,Australia,AU,OKB
254,AU,AUS,Australia,AU,PEP
255,AU,AUS,Australia,AU,RDA
256,AU,AUS,Australia,AU,SSK
257,AU,AUS,Australia,AU,SWB
258,AU,AUS,Australia,AU,TPR
259,AU,AUS,Australia,AU,TWP
260,AU,AUS,Australia,AU,ZVG
261,AU,AUS,Australia,AU,BCZ
262,AU,AUS,Australia,AU,BHT
263,AU,AUS,Australia,AU,CBC
264,AU,AUS,Australia,AU,FSL
265,AU,AUS,Australia,AU,KDS
266,AU,AUS,Australia,AU,LBH
267,AU,AUS,Australia,AU,LDW
268,AU,AUS,Australia,AU,LGE
269,AU,AUS,Australia,AU,LLL
270,AU,AUS,Australia,AU,MIZ
271,AU,AUS,Australia,AU,MRT
272,AU,AUS,Australia,AU,NRY
273,AU,AUS,Australia,AU,OXO
274,AU,AUS,Australia,AU,RKY
275,AU,AUS,Australia,AU,RLP
276,AU,AUS,Australia,AU,RPV
277,AU,AUS,Australia,AU,RSE
278,AU,AUS,Australia,AU,SLJ
279,AU,AUS,Australia,AU,SRM
280,AU,AUS,Australia,AU,SWZ
281,AU,AUS,Australia,AU,WAN
282,AU,AUS,Australia,AU,WHL
283,AU,AUS,Australia,AU,ALH
284,AU,AUS,Australia,AU,ABG
285,AU,AUS,Australia,AU,AWN
286,AU,AUS,Australia,AU,AUD
287,AU,AUS,Australia,AU,MRP
288,AU,AUS,Australia,AU,AXL
289,AU,AUS,Australia,AU,AXC
290,AU,AUS,Australia,AU,ADO
291,AU,AUS,Australia,AU,AMX
292,AU,AUS,Australia,AU,AMT
293,AU,AUS,Australia,AU,WLP
294,AU,AUS,Australia,AU,AYL
295,AU,AUS,Australia,AU,ARY
296,AU,AUS,Australia,AU,GYL
297,AU,AUS,Australia,AU,ARM
298,AU,AUS,Australia,AU,AAB
299,AU,AUS,Australia,AU,AUU
300,AU,AUS,Australia,AU,AWP
301,AU,AUS,Australia,AU,AVG
302,AU,AUS,Australia,AU,AYQ
303,AU,AUS,Australia,AU,AYR
304,AU,AUS,Australia,AU,MBN
305,AU,AUS,Australia,AU,BCI
306,AU,AUS,Australia,AU,ASP
307,AU,AUS,Australia,AU,BDD
308,AU,AUS,Australia,AU,BKP
309,AU,AUS,Australia,AU,BNE
310,AU,AUS,Australia,AU,OOL
311,AU,AUS,Australia,AU,BKQ
312,AU,AUS,Australia,AU,CNS
313,AU,AUS,Australia,AU,CTL
314,AU,AUS,Australia,AU,BDW
315,AU,AUS,Australia,AU,BXG
316,AU,AUS,Australia,AU,BVI
317,AU,AUS,Australia,AU,BXF
318,AU,AUS,Australia,AU,BTX
319,AU,AUS,Australia,AU,BEE
320,AU,AUS,Australia,AU,OCM
321,AU,AUS,Australia,AU,BQW
322,AU,AUS,Australia,AU,BHQ
323,AU,AUS,Australia,AU,HTI
324,AU,AUS,Australia,AU,BEU
325,AU,AUS,Australia,AU,BIW
326,AU,AUS,Australia,AU,BZP
327,AU,AUS,Australia,AU,BRK
328,AU,AUS,Australia,AU,BUC
329,AU,AUS,Australia,AU,BLN
330,AU,AUS,Australia,AU,LCN
331,AU,AUS,Australia,AU,ZBL
332,AU,AUS,Australia,AU,BLS
333,AU,AUS,Australia,AU,BQB
334,AU,AUS,Australia,AU,ISA
335,AU,AUS,Australia,AU,BFC
336,AU,AUS,Australia,AU,MKY
337,AU,AUS,Australia,AU,BNK
338,AU,AUS,Australia,AU,BSJ
339,AU,AUS,Australia,AU,GIC
340,AU,AUS,Australia,AU,OKY
341,AU,AUS,Australia,AU,BQL
342,AU,AUS,Australia,AU,BMP
343,AU,AUS,Australia,AU,KAH
344,AU,AUS,Australia,AU,PPP
345,AU,AUS,Australia,AU,ROK
346,AU,AUS,Australia,AU,BOX
347,AU,AUS,Australia,AU,BME
348,AU,AUS,Australia,AU,BZD
349,AU,AUS,Australia,AU,BTD
350,AU,AUS,Australia,AU,BWQ
351,AU,AUS,Australia,AU,BYP
352,AU,AUS,Australia,AU,MCY
353,AU,AUS,Australia,AU,BHS
354,AU,AUS,Australia,AU,BRT
355,AU,AUS,Australia,AU,TSV
356,AU,AUS,Australia,AU,BLT
357,AU,AUS,Australia,AU,BVW
358,AU,AUS,Australia,AU,BDB
359,AU,AUS,Australia,AU,BUY
360,AU,AUS,Australia,AU,BIP
361,AU,AUS,Australia,AU,ZBO
362,AU,AUS,Australia,AU,WEI
363,AU,AUS,Australia,AU,BCK
364,AU,AUS,Australia,AU,WTB
365,AU,AUS,Australia,AU,BWB
366,AU,AUS,Australia,AU,BVZ
367,AU,AUS,Australia,AU,CTR
368,AU,AUS,Australia,AU,CGV
369,AU,AUS,Australia,AU,CLH
370,AU,AUS,Australia,AU,CVQ
371,AU,AUS,Australia,AU,CSI
372,AU,AUS,Australia,AU,CAZ
373,AU,AUS,Australia,AU,COJ
374,AU,AUS,Australia,AU,CBY
375,AU,AUS,Australia,AU,CBI
376,AU,AUS,Australia,AU,CPD
377,AU,AUS,Australia,AU,CRB
378,AU,AUS,Australia,AU,CCL
379,AU,AUS,Australia,AU,CNC
380,AU,AUS,Australia,AU,CNJ
381,AU,AUS,Australia,AU,CBX
382,AU,AUS,Australia,AU,CUD
383,AU,AUS,Australia,AU,CED
384,AU,AUS,Australia,AU,CVC
385,AU,AUS,Australia,AU,CFI
386,AU,AUS,Australia,AU,CFH
387,AU,AUS,Australia,AU,CQP
388,AU,AUS,Australia,AU,CFS
389,AU,AUS,Australia,AU,LLG
390,AU,AUS,Australia,AU,CRH
391,AU,AUS,Australia,AU,CKW
392,AU,AUS,Australia,AU,CXT
393,AU,AUS,Australia,AU,DCN
394,AU,AUS,Australia,AU,CKI
395,AU,AUS,Australia,AU,CTN
396,AU,AUS,Australia,AU,CMQ
397,AU,AUS,Australia,AU,CMA
398,AU,AUS,Australia,AU,CML
399,AU,AUS,Australia,AU,NIF
400,AU,AUS,Australia,AU,CES
401,AU,AUS,Australia,AU,CNB
402,AU,AUS,Australia,AU,ODL
403,AU,AUS,Australia,AU,CUQ
404,AU,AUS,Australia,AU,CIE
405,AU,AUS,Australia,AU,OOM
406,AU,AUS,Australia,AU,CDA
407,AU,AUS,Australia,AU,CWW
408,AU,AUS,Australia,AU,CFP
409,AU,AUS,Australia,AU,CYG
410,AU,AUS,Australia,AU,CXQ
411,AU,AUS,Australia,AU,CDQ
412,AU,AUS,Australia,AU,KCE
413,AU,AUS,Australia,AU,CMD
414,AU,AUS,Australia,AU,CUG
415,AU,AUS,Australia,AU,CUY
416,AU,AUS,Australia,AU,CJF
417,AU,AUS,Australia,AU,CWR
418,AU,AUS,Australia,AU,CCW
419,AU,AUS,Australia,AU,CWT
420,AU,AUS,Australia,AU,COY
421,AU,AUS,Australia,AU,DJR
422,AU,AUS,Australia,AU,DBY
423,AU,AUS,Australia,AU,DRN
424,AU,AUS,Australia,AU,DNB
425,AU,AUS,Australia,AU,DRB
426,AU,AUS,Australia,AU,DFP
427,AU,AUS,Australia,AU,DDI
428,AU,AUS,Australia,AU,DGD
429,AU,AUS,Australia,AU,DNG
430,AU,AUS,Australia,AU,DXD
431,AU,AUS,Australia,AU,DKI
432,AU,AUS,Australia,AU,DLK
433,AU,AUS,Australia,AU,DNQ
434,AU,AUS,Australia,AU,DDN
435,AU,AUS,Australia,AU,DLV
436,AU,AUS,Australia,AU,DYW
437,AU,AUS,Australia,AU,DMD
438,AU,AUS,Australia,AU,DVR
439,AU,AUS,Australia,AU,NLF
440,AU,AUS,Australia,AU,DRD
441,AU,AUS,Australia,AU,DVP
442,AU,AUS,Australia,AU,DPO
443,AU,AUS,Australia,AU,DOX
444,AU,AUS,Australia,AU,DRY
445,AU,AUS,Australia,AU,DHD
446,AU,AUS,Australia,AU,DRR
447,AU,AUS,Australia,AU,SRR
448,AU,AUS,Australia,AU,DKV
449,AU,AUS,Australia,AU,DYA
450,AU,AUS,Australia,AU,ECH
451,AU,AUS,Australia,AU,EUC
452,AU,AUS,Australia,AU,ETD
453,AU,AUS,Australia,AU,ENB
454,AU,AUS,Australia,AU,EIH
455,AU,AUS,Australia,AU,ELC
456,AU,AUS,Australia,AU,EKD
457,AU,AUS,Australia,AU,EMD
458,AU,AUS,Australia,AU,EDD
459,AU,AUS,Australia,AU,ERB
460,AU,AUS,Australia,AU,ERQ
461,AU,AUS,Australia,AU,EPR
462,AU,AUS,Australia,AU,EVD
463,AU,AUS,Australia,AU,EVH
464,AU,AUS,Australia,AU,WHB
465,AU,AUS,Australia,AU,EXM
466,AU,AUS,Australia,AU,FRB
467,AU,AUS,Australia,AU,KFE
468,AU,AUS,Australia,AU,FLY
469,AU,AUS,Australia,AU,FLS
470,AU,AUS,Australia,AU,FVL
471,AU,AUS,Australia,AU,FIK
472,AU,AUS,Australia,AU,FOS
473,AU,AUS,Australia,AU,FVR
474,AU,AUS,Australia,AU,FOT
475,AU,AUS,Australia,AU,JFM
476,AU,AUS,Australia,AU,FIZ
477,AU,AUS,Australia,AU,GBP
478,AU,AUS,Australia,AU,GAH
479,AU,AUS,Australia,AU,GBL
480,AU,AUS,Australia,AU,GUH
481,AU,AUS,Australia,AU,GOO
482,AU,AUS,Australia,AU,GDD
483,AU,AUS,Australia,AU,GGD
484,AU,AUS,Australia,AU,GET
485,AU,AUS,Australia,AU,GFN
486,AU,AUS,Australia,AU,GBW
487,AU,AUS,Australia,AU,GBV
488,AU,AUS,Australia,AU,GKL
489,AU,AUS,Australia,AU,GLT
490,AU,AUS,Australia,AU,GUL
491,AU,AUS,Australia,AU,GLG
492,AU,AUS,Australia,AU,GLI
493,AU,AUS,Australia,AU,GLM
494,AU,AUS,Australia,AU,GFE
495,AU,AUS,Australia,AU,GVP
496,AU,AUS,Australia,AU,GPD
497,AU,AUS,Australia,AU,GPN
498,AU,AUS,Australia,AU,GSC
499,AU,AUS,Australia,AU,GTE
500,AU,AUS,Australia,AU,GFF
501,AU,AUS,Australia,AU,GTT
502,AU,AUS,Australia,AU,GEE
503,AU,AUS,Australia,AU,GYP
504,AU,AUS,Australia,AU,HWK
505,AU,AUS,Australia,AU,HXX
506,AU,AUS,Australia,AU,HVB
507,AU,AUS,Australia,AU,HUB
508,AU,AUS,Australia,AU,HRY
509,AU,AUS,Australia,AU,HIP
510,AU,AUS,Australia,AU,HIG
511,AU,AUS,Australia,AU,HID
512,AU,AUS,Australia,AU,HLL
513,AU,AUS,Australia,AU,HCQ
514,AU,AUS,Australia,AU,HMG
515,AU,AUS,Australia,AU,HLT
516,AU,AUS,Australia,AU,HOK
517,AU,AUS,Australia,AU,MHU
518,AU,AUS,Australia,AU,HAP
519,AU,AUS,Australia,AU,HTU
520,AU,AUS,Australia,AU,HPE
521,AU,AUS,Australia,AU,HSM
522,AU,AUS,Australia,AU,HAT
523,AU,AUS,Australia,AU,HGD
524,AU,AUS,Australia,AU,IBM
525,AU,AUS,Australia,AU,IDK
526,AU,AUS,Australia,AU,IFL
527,AU,AUS,Australia,AU,IFF
528,AU,AUS,Australia,AU,IGH
529,AU,AUS,Australia,AU,IKP
530,AU,AUS,Australia,AU,INJ
531,AU,AUS,Australia,AU,INM
532,AU,AUS,Australia,AU,IVW
533,AU,AUS,Australia,AU,ISI
534,AU,AUS,Australia,AU,IVR
535,AU,AUS,Australia,AU,JAB
536,AU,AUS,Australia,AU,JUN
537,AU,AUS,Australia,AU,JCK
538,AU,AUS,Australia,AU,JUR
539,AU,AUS,Australia,AU,UBU
540,AU,AUS,Australia,AU,KYB
541,AU,AUS,Australia,AU,KDB
542,AU,AUS,Australia,AU,KAX
543,AU,AUS,Australia,AU,KBY
544,AU,AUS,Australia,AU,KBJ
545,AU,AUS,Australia,AU,KCS
546,AU,AUS,Australia,AU,OOD
547,AU,AUS,Australia,AU,KRA
548,AU,AUS,Australia,AU,KNS
549,AU,AUS,Australia,AU,KBB
550,AU,AUS,Australia,AU,KFG
551,AU,AUS,Australia,AU,KOH
552,AU,AUS,Australia,AU,KKP
553,AU,AUS,Australia,AU,KCI
554,AU,AUS,Australia,AU,KRB
555,AU,AUS,Australia,AU,KML
556,AU,AUS,Australia,AU,KPS
557,AU,AUS,Australia,AU,KNI
558,AU,AUS,Australia,AU,KWM
559,AU,AUS,Australia,AU,KPP
560,AU,AUS,Australia,AU,KGY
561,AU,AUS,Australia,AU,KGC
562,AU,AUS,Australia,AU,KUG
563,AU,AUS,Australia,AU,KRD
564,AU,AUS,Australia,AU,LWH
565,AU,AUS,Australia,AU,LGH
566,AU,AUS,Australia,AU,LNO
567,AU,AUS,Australia,AU,LEL
568,AU,AUS,Australia,AU,LFP
569,AU,AUS,Australia,AU,LDH
570,AU,AUS,Australia,AU,IRG
571,AU,AUS,Australia,AU,LTP
572,AU,AUS,Australia,AU,LIB
573,AU,AUS,Australia,AU,LDC
574,AU,AUS,Australia,AU,LSY
575,AU,AUS,Australia,AU,LNH
576,AU,AUS,Australia,AU,BBL
577,AU,AUS,Australia,AU,BEO
578,AU,AUS,Australia,AU,LKD
579,AU,AUS,Australia,AU,LOC
580,AU,AUS,Australia,AU,LOA
581,AU,AUS,Australia,AU,LTV
582,AU,AUS,Australia,AU,LUU
583,AU,AUS,Australia,AU,LHG
584,AU,AUS,Australia,AU,LRE
585,AU,AUS,Australia,AU,LUT
586,AU,AUS,Australia,AU,LER
587,AU,AUS,Australia,AU,LVO
588,AU,AUS,Australia,AU,TGN
589,AU,AUS,Australia,AU,LZR
590,AU,AUS,Australia,AU,UBB
591,AU,AUS,Australia,AU,MYI
592,AU,AUS,Australia,AU,AVV
593,AU,AUS,Australia,AU,ABX
594,AU,AUS,Australia,AU,MRG
595,AU,AUS,Australia,AU,MBB
596,AU,AUS,Australia,AU,XMC
597,AU,AUS,Australia,AU,MFP
598,AU,AUS,Australia,AU,MLR
599,AU,AUS,Australia,AU,DGE
600,AU,AUS,Australia,AU,MQA
601,AU,AUS,Australia,AU,MNW
602,AU,AUS,Australia,AU,MKR
603,AU,AUS,Australia,AU,MEB
604,AU,AUS,Australia,AU,MIM
605,AU,AUS,Australia,AU,MLV
606,AU,AUS,Australia,AU,MGT
607,AU,AUS,Australia,AU,MNG
608,AU,AUS,Australia,AU,GSN
609,AU,AUS,Australia,AU,MGV
610,AU,AUS,Australia,AU,MQZ
611,AU,AUS,Australia,AU,MVU
612,AU,AUS,Australia,AU,HBA
613,AU,AUS,Australia,AU,MHO
614,AU,AUS,Australia,AU,MCV
615,AU,AUS,Australia,AU,MQL
616,AU,AUS,Australia,AU,XML
617,AU,AUS,Australia,AU,MIH
618,AU,AUS,Australia,AU,MWY
619,AU,AUS,Australia,AU,MTQ
620,AU,AUS,Australia,AU,MJP
621,AU,AUS,Australia,AU,WLE
622,AU,AUS,Australia,AU,LST
623,AU,AUS,Australia,AU,MBW
624,AU,AUS,Australia,AU,WUI
625,AU,AUS,Australia,AU,MEL
626,AU,AUS,Australia,AU,MMM
627,AU,AUS,Australia,AU,MTL
628,AU,AUS,Australia,AU,WME
629,AU,AUS,Australia,AU,ONR
630,AU,AUS,Australia,AU,MSF
631,AU,AUS,Australia,AU,OXY
632,AU,AUS,Australia,AU,MMG
633,AU,AUS,Australia,AU,OOR
634,AU,AUS,Australia,AU,MRZ
635,AU,AUS,Australia,AU,MET
636,AU,AUS,Australia,AU,MIN
637,AU,AUS,Australia,AU,MQE
638,AU,AUS,Australia,AU,MOV
639,AU,AUS,Australia,AU,RRE
640,AU,AUS,Australia,AU,MWB
641,AU,AUS,Australia,AU,MYA
642,AU,AUS,Australia,AU,MTD
643,AU,AUS,Australia,AU,MIY
644,AU,AUS,Australia,AU,UTB
645,AU,AUS,Australia,AU,MGB
646,AU,AUS,Australia,AU,ONG
647,AU,AUS,Australia,AU,MNQ
648,AU,AUS,Australia,AU,MUQ
649,AU,AUS,Australia,AU,MNE
650,AU,AUS,Australia,AU,MVK
651,AU,AUS,Australia,AU,MUP
652,AU,AUS,Australia,AU,MNV
653,AU,AUS,Australia,AU,MXU
654,AU,AUS,Australia,AU,MWT
655,AU,AUS,Australia,AU,MXD
656,AU,AUS,Australia,AU,MBH
657,AU,AUS,Australia,AU,MYO
658,AU,AUS,Australia,AU,RTY
659,AU,AUS,Australia,AU,NMR
660,AU,AUS,Australia,AU,NRA
661,AU,AUS,Australia,AU,NAA
662,AU,AUS,Australia,AU,RPM
663,AU,AUS,Australia,AU,NBH
664,AU,AUS,Australia,AU,NLS
665,AU,AUS,Australia,AU,NKB
666,AU,AUS,Australia,AU,NMP
667,AU,AUS,Australia,AU,NPP
668,AU,AUS,Australia,AU,ABM
669,AU,AUS,Australia,AU,NAC
670,AU,AUS,Australia,AU,NRG
671,AU,AUS,Australia,AU,QRM
672,AU,AUS,Australia,AU,RVT
673,AU,AUS,Australia,AU,NSV
674,AU,AUS,Australia,AU,NSM
675,AU,AUS,Australia,AU,NTN
676,AU,AUS,Australia,AU,NUR
677,AU,AUS,Australia,AU,NLL
